Date;salmon_smolt_count_per_day
13/04/2005;26
14/04/2005;47
15/04/2005;74
16/04/2005;140
17/04/2005;64
18/04/2005;78
19/04/2005;95
20/04/2005;312
21/04/2005;295
22/04/2005;83
23/04/2005;539
24/04/2005;80
25/04/2005;80
26/04/2005;365
27/04/2005;7
28/04/2005;305
29/04/2005;102
30/04/2005;389
01/05/2005;470
02/05/2005;283
03/05/2005;288
04/05/2005;383
05/05/2005;471
06/05/2005;361
07/05/2005;308
08/05/2005;336
09/05/2005;257
10/05/2005;297
11/05/2005;60
12/05/2005;103
13/05/2005;26
14/05/2005;69
15/05/2005;18
16/05/2005;11
17/05/2005;9
18/05/2005;8
19/05/2005;6
20/05/2005;2
21/05/2005;1
22/05/2005;0
23/05/2005;23
24/05/2005;19
25/05/2005;39
26/05/2005;22
27/05/2005;21
28/05/2005;16
29/05/2005;12
30/05/2005;7
31/05/2005;24
01/06/2005;8
02/06/2005;0
03/06/2005;2
04/06/2005;2
05/06/2005;0
06/06/2005;2
07/06/2005;2
08/06/2005;0
09/06/2005;0
10/06/2005;0
11/06/2005;0
12/06/2005;0
13/06/2005;0
14/06/2005;0
15/06/2005;0
16/06/2005;0
17/06/2005;0
18/06/2005;0
19/06/2005;0
20/06/2005;0
21/06/2005;1
22/06/2005;0
23/06/2005;1
24/06/2005;1
25/06/2005;1
26/06/2005;0
27/06/2005;0
28/06/2005;0
29/06/2005;0
30/06/2005;0
01/07/2005;0
02/07/2005;0
03/07/2005;0
04/07/2005;0
05/07/2005;1
06/07/2005;0
07/07/2005;0
08/07/2005;0
09/07/2005;0
10/07/2005;0
11/07/2005;0
12/07/2005;0
13/07/2005;0
14/07/2005;0
15/07/2005;0
16/07/2005;0
17/07/2005;0
18/07/2005;0
19/07/2005;0
20/07/2005;0
21/07/2005;0
22/07/2005;0
23/07/2005;0
24/07/2005;0
25/07/2005;0
26/07/2005;0
27/07/2005;0
28/07/2005;0
29/07/2005;0
30/07/2005;0
31/07/2005;0
01/08/2005;0
02/08/2005;0
03/08/2005;0
04/08/2005;0
05/08/2005;0
06/08/2005;0
07/08/2005;0
08/08/2005;0
09/08/2005;0
10/08/2005;0
11/08/2005;0
12/08/2005;0
13/08/2005;0
14/08/2005;0
15/08/2005;0
16/08/2005;0
17/08/2005;0
18/08/2005;0
19/08/2005;0
20/08/2005;0
21/08/2005;0
22/08/2005;0
23/08/2005;0
24/08/2005;0
25/08/2005;0
26/08/2005;0
27/08/2005;0
28/08/2005;0
29/08/2005;0
30/08/2005;0
31/08/2005;0
01/09/2005;0
02/09/2005;0
03/09/2005;0
04/09/2005;0
05/09/2005;0
06/09/2005;0
07/09/2005;0
08/09/2005;0
09/09/2005;0
10/09/2005;0
11/09/2005;0
12/09/2005;0
13/09/2005;0
14/09/2005;0
15/09/2005;0
16/09/2005;0
17/09/2005;0
18/09/2005;0
19/09/2005;0
20/09/2005;0
21/09/2005;0
22/09/2005;0
23/09/2005;0
24/09/2005;0
25/09/2005;0
26/09/2005;0
27/09/2005;0
28/09/2005;0
29/09/2005;0
30/09/2005;0
01/10/2005;0
02/10/2005;0
03/10/2005;0
04/10/2005;0
05/10/2005;0
06/10/2005;0
07/10/2005;0
08/10/2005;0
09/10/2005;0
10/10/2005;0
11/10/2005;0
12/10/2005;0
13/10/2005;0
14/10/2005;0
15/10/2005;0
16/10/2005;0
17/10/2005;0
18/10/2005;0
19/10/2005;0
20/10/2005;0
21/10/2005;0
22/10/2005;0
23/10/2005;0
24/10/2005;0
25/10/2005;0
26/10/2005;0
27/10/2005;0
28/10/2005;0
29/10/2005;0
30/10/2005;0
31/10/2005;0
01/11/2005;0
02/11/2005;0
03/11/2005;0
04/11/2005;0
05/11/2005;0
06/11/2005;0
07/11/2005;0
08/11/2005;0
09/11/2005;0
10/11/2005;0
11/11/2005;0
12/11/2005;0
13/11/2005;0
14/11/2005;0
15/11/2005;0
16/11/2005;0
17/11/2005;0
18/11/2005;0
19/11/2005;0
20/11/2005;0
21/11/2005;0
22/11/2005;0
23/11/2005;0
24/11/2005;0
25/11/2005;0
26/11/2005;0
27/11/2005;0
28/11/2005;0
29/11/2005;0
30/11/2005;0
01/12/2005;0
02/12/2005;0
03/12/2005;0
04/12/2005;0
05/12/2005;0
06/12/2005;0
07/12/2005;0
08/12/2005;0
09/12/2005;0
10/12/2005;0
11/12/2005;0
12/12/2005;0
13/12/2005;0
14/12/2005;0
15/12/2005;0
16/12/2005;0
17/12/2005;0
18/12/2005;0
19/12/2005;0
20/12/2005;0
21/12/2005;0
22/12/2005;0
23/12/2005;0
24/12/2005;0
25/12/2005;0
26/12/2005;0
27/12/2005;0
28/12/2005;0
29/12/2005;0
30/12/2005;0
31/12/2005;0
01/01/2006;0
02/01/2006;0
03/01/2006;0
04/01/2006;0
05/01/2006;0
06/01/2006;0
07/01/2006;0
08/01/2006;0
09/01/2006;0
10/01/2006;0
11/01/2006;0
12/01/2006;0
13/01/2006;0
14/01/2006;0
15/01/2006;0
16/01/2006;0
17/01/2006;0
18/01/2006;0
19/01/2006;0
20/01/2006;0
21/01/2006;0
22/01/2006;0
23/01/2006;0
24/01/2006;0
25/01/2006;0
26/01/2006;0
27/01/2006;0
28/01/2006;0
29/01/2006;0
30/01/2006;0
31/01/2006;0
01/02/2006;0
02/02/2006;0
03/02/2006;0
04/02/2006;0
05/02/2006;0
06/02/2006;0
07/02/2006;0
08/02/2006;0
09/02/2006;0
10/02/2006;0
11/02/2006;0
12/02/2006;0
13/02/2006;0
14/02/2006;0
15/02/2006;0
16/02/2006;0
17/02/2006;0
18/02/2006;0
19/02/2006;0
20/02/2006;0
21/02/2006;0
22/02/2006;0
23/02/2006;0
24/02/2006;0
25/02/2006;0
26/02/2006;0
27/02/2006;0
28/02/2006;0
01/03/2006;0
02/03/2006;0
03/03/2006;0
04/03/2006;0
05/03/2006;0
06/03/2006;0
07/03/2006;0
08/03/2006;0
09/03/2006;0
10/03/2006;0
11/03/2006;0
12/03/2006;0
13/03/2006;0
14/03/2006;0
15/03/2006;0
16/03/2006;0
17/03/2006;0
18/03/2006;0
19/03/2006;0
20/03/2006;0
21/03/2006;0
22/03/2006;0
23/03/2006;0
24/03/2006;0
25/03/2006;0
26/03/2006;0
27/03/2006;0
28/03/2006;0
29/03/2006;0
30/03/2006;0
31/03/2006;0
01/04/2006;0
02/04/2006;0
03/04/2006;1
04/04/2006;2
05/04/2006;1
06/04/2006;0
07/04/2006;1
08/04/2006;0
09/04/2006;1
10/04/2006;0
11/04/2006;0
12/04/2006;8
13/04/2006;3
14/04/2006;5
15/04/2006;4
16/04/2006;4
17/04/2006;5
18/04/2006;8
19/04/2006;13
20/04/2006;34
21/04/2006;63
22/04/2006;53
23/04/2006;92
24/04/2006;80
25/04/2006;41
26/04/2006;91
27/04/2006;383
28/04/2006;180
29/04/2006;294
30/04/2006;79
01/05/2006;155
02/05/2006;245
03/05/2006;491
04/05/2006;270
05/05/2006;532
06/05/2006;572
07/05/2006;658
08/05/2006;325
09/05/2006;488
10/05/2006;811
11/05/2006;346
12/05/2006;105
13/05/2006;63
14/05/2006;25
15/05/2006;71
16/05/2006;423
17/05/2006;297
18/05/2006;182
19/05/2006;78
20/05/2006;116
21/05/2006;74
22/05/2006;42
23/05/2006;36
24/05/2006;6
25/05/2006;18
26/05/2006;8
27/05/2006;9
28/05/2006;6
29/05/2006;3
30/05/2006;3
31/05/2006;1
01/06/2006;2
02/06/2006;1
03/06/2006;1
04/06/2006;2
05/06/2006;2
06/06/2006;0
07/06/2006;1
08/06/2006;1
09/06/2006;0
10/06/2006;0
11/06/2006;0
12/06/2006;0
13/06/2006;0
14/06/2006;0
15/06/2006;0
16/06/2006;0
17/06/2006;0
18/06/2006;0
19/06/2006;1
20/06/2006;0
21/06/2006;1
22/06/2006;0
23/06/2006;0
24/06/2006;0
25/06/2006;0
26/06/2006;0
27/06/2006;0
28/06/2006;0
29/06/2006;0
30/06/2006;0
01/07/2006;0
02/07/2006;0
03/07/2006;0
04/07/2006;0
05/07/2006;0
06/07/2006;0
07/07/2006;0
08/07/2006;0
09/07/2006;1
10/07/2006;2
11/07/2006;0
12/07/2006;1
13/07/2006;0
14/07/2006;1
15/07/2006;0
16/07/2006;0
17/07/2006;0
18/07/2006;0
19/07/2006;0
20/07/2006;0
21/07/2006;0
22/07/2006;0
23/07/2006;0
24/07/2006;0
25/07/2006;0
26/07/2006;0
27/07/2006;0
28/07/2006;0
29/07/2006;0
30/07/2006;0
31/07/2006;1
01/08/2006;0
02/08/2006;0
03/08/2006;0
04/08/2006;0
05/08/2006;0
06/08/2006;0
07/08/2006;0
08/08/2006;0
09/08/2006;0
10/08/2006;0
11/08/2006;0
12/08/2006;0
13/08/2006;0
14/08/2006;0
15/08/2006;0
16/08/2006;0
17/08/2006;0
18/08/2006;0
19/08/2006;0
20/08/2006;0
21/08/2006;0
22/08/2006;0
23/08/2006;0
24/08/2006;0
25/08/2006;0
26/08/2006;0
27/08/2006;2
28/08/2006;0
29/08/2006;0
30/08/2006;0
31/08/2006;0
01/09/2006;0
02/09/2006;0
03/09/2006;0
04/09/2006;0
05/09/2006;0
06/09/2006;0
07/09/2006;0
08/09/2006;0
09/09/2006;0
10/09/2006;0
11/09/2006;0
12/09/2006;0
13/09/2006;0
14/09/2006;0
15/09/2006;0
16/09/2006;0
17/09/2006;0
18/09/2006;0
19/09/2006;0
20/09/2006;0
21/09/2006;0
22/09/2006;0
23/09/2006;0
24/09/2006;0
25/09/2006;0
26/09/2006;0
27/09/2006;0
28/09/2006;0
29/09/2006;0
30/09/2006;0
01/10/2006;0
02/10/2006;0
03/10/2006;0
04/10/2006;0
05/10/2006;0
06/10/2006;0
07/10/2006;0
08/10/2006;0
09/10/2006;0
10/10/2006;0
11/10/2006;0
12/10/2006;0
13/10/2006;0
14/10/2006;0
15/10/2006;0
16/10/2006;0
17/10/2006;0
18/10/2006;0
19/10/2006;0
20/10/2006;0
21/10/2006;0
22/10/2006;0
23/10/2006;0
24/10/2006;0
25/10/2006;0
26/10/2006;0
27/10/2006;0
28/10/2006;0
29/10/2006;0
30/10/2006;0
31/10/2006;0
01/11/2006;0
02/11/2006;0
03/11/2006;0
04/11/2006;0
05/11/2006;0
06/11/2006;0
07/11/2006;0
08/11/2006;0
09/11/2006;0
10/11/2006;0
11/11/2006;0
12/11/2006;0
13/11/2006;0
14/11/2006;0
15/11/2006;0
16/11/2006;0
17/11/2006;0
18/11/2006;0
19/11/2006;0
20/11/2006;0
21/11/2006;0
22/11/2006;0
23/11/2006;0
24/11/2006;0
25/11/2006;0
26/11/2006;0
27/11/2006;0
28/11/2006;0
29/11/2006;0
30/11/2006;0
01/12/2006;0
02/12/2006;0
03/12/2006;0
04/12/2006;0
05/12/2006;0
06/12/2006;0
07/12/2006;0
08/12/2006;0
09/12/2006;0
10/12/2006;0
11/12/2006;0
12/12/2006;0
13/12/2006;0
14/12/2006;0
15/12/2006;0
16/12/2006;0
17/12/2006;0
18/12/2006;0
19/12/2006;0
20/12/2006;0
21/12/2006;0
22/12/2006;0
23/12/2006;0
24/12/2006;0
25/12/2006;0
26/12/2006;0
27/12/2006;0
28/12/2006;0
29/12/2006;0
30/12/2006;0
31/12/2006;0
01/01/2007;0
02/01/2007;0
03/01/2007;0
04/01/2007;0
05/01/2007;0
06/01/2007;0
07/01/2007;0
08/01/2007;0
09/01/2007;0
10/01/2007;0
11/01/2007;0
12/01/2007;0
13/01/2007;0
14/01/2007;0
15/01/2007;0
16/01/2007;0
17/01/2007;0
18/01/2007;0
19/01/2007;0
20/01/2007;0
21/01/2007;0
22/01/2007;0
23/01/2007;0
24/01/2007;0
25/01/2007;0
26/01/2007;0
27/01/2007;0
28/01/2007;0
29/01/2007;0
30/01/2007;0
31/01/2007;0
01/02/2007;0
02/02/2007;0
03/02/2007;0
04/02/2007;0
05/02/2007;0
06/02/2007;0
07/02/2007;0
08/02/2007;0
09/02/2007;0
10/02/2007;0
11/02/2007;0
12/02/2007;0
13/02/2007;0
14/02/2007;0
15/02/2007;0
16/02/2007;0
17/02/2007;0
18/02/2007;0
19/02/2007;0
20/02/2007;0
21/02/2007;0
22/02/2007;0
23/02/2007;0
24/02/2007;0
25/02/2007;0
26/02/2007;0
27/02/2007;0
28/02/2007;0
01/03/2007;0
02/03/2007;0
03/03/2007;0
04/03/2007;0
05/03/2007;0
06/03/2007;0
07/03/2007;0
08/03/2007;0
09/03/2007;0
10/03/2007;0
11/03/2007;0
12/03/2007;0
13/03/2007;0
14/03/2007;0
15/03/2007;0
16/03/2007;0
17/03/2007;0
18/03/2007;0
19/03/2007;0
20/03/2007;0
21/03/2007;0
22/03/2007;1
23/03/2007;0
24/03/2007;0
25/03/2007;0
26/03/2007;0
27/03/2007;1
28/03/2007;1
29/03/2007;1
30/03/2007;0
31/03/2007;0
01/04/2007;2
02/04/2007;0
03/04/2007;0
04/04/2007;0
05/04/2007;0
06/04/2007;1
07/04/2007;1
08/04/2007;3
09/04/2007;2
10/04/2007;0
11/04/2007;3
12/04/2007;3
13/04/2007;1
14/04/2007;3
15/04/2007;5
16/04/2007;6
17/04/2007;11
18/04/2007;9
19/04/2007;6
20/04/2007;2
21/04/2007;1
22/04/2007;131
23/04/2007;261
24/04/2007;376
25/04/2007;592
26/04/2007;548
27/04/2007;856
28/04/2007;315
29/04/2007;78
30/04/2007;211
01/05/2007;358
02/05/2007;605
03/05/2007;444
04/05/2007;60
05/05/2007;18
06/05/2007;6
07/05/2007;4
08/05/2007;83
09/05/2007;288
10/05/2007;401
11/05/2007;411
12/05/2007;211
13/05/2007;134
14/05/2007;23
15/05/2007;19
16/05/2007;27
17/05/2007;22
18/05/2007;33
19/05/2007;33
20/05/2007;14
21/05/2007;21
22/05/2007;3
23/05/2007;3
24/05/2007;3
25/05/2007;2
26/05/2007;1
27/05/2007;3
28/05/2007;4
29/05/2007;4
30/05/2007;1
31/05/2007;1
01/06/2007;0
02/06/2007;2
03/06/2007;0
04/06/2007;1
05/06/2007;1
06/06/2007;0
07/06/2007;2
08/06/2007;1
09/06/2007;3
10/06/2007;0
11/06/2007;0
12/06/2007;0
13/06/2007;0
14/06/2007;1
15/06/2007;0
16/06/2007;0
17/06/2007;0
18/06/2007;0
19/06/2007;0
20/06/2007;0
21/06/2007;0
22/06/2007;0
23/06/2007;0
24/06/2007;0
25/06/2007;0
26/06/2007;0
27/06/2007;0
28/06/2007;0
29/06/2007;0
30/06/2007;0
01/07/2007;0
02/07/2007;0
03/07/2007;0
04/07/2007;0
05/07/2007;0
06/07/2007;2
07/07/2007;0
08/07/2007;0
09/07/2007;0
10/07/2007;0
11/07/2007;0
12/07/2007;0
13/07/2007;0
14/07/2007;0
15/07/2007;0
16/07/2007;0
17/07/2007;0
18/07/2007;0
19/07/2007;0
20/07/2007;0
21/07/2007;0
22/07/2007;0
23/07/2007;0
24/07/2007;0
25/07/2007;0
26/07/2007;0
27/07/2007;0
28/07/2007;0
29/07/2007;0
30/07/2007;0
31/07/2007;0
01/08/2007;0
02/08/2007;0
03/08/2007;0
04/08/2007;0
05/08/2007;0
06/08/2007;0
07/08/2007;0
08/08/2007;0
09/08/2007;0
10/08/2007;0
11/08/2007;0
12/08/2007;0
13/08/2007;0
14/08/2007;0
15/08/2007;1
16/08/2007;0
17/08/2007;0
18/08/2007;0
19/08/2007;0
20/08/2007;0
21/08/2007;0
22/08/2007;0
23/08/2007;0
24/08/2007;0
25/08/2007;0
26/08/2007;0
27/08/2007;0
28/08/2007;0
29/08/2007;0
30/08/2007;0
31/08/2007;0
01/09/2007;0
02/09/2007;0
03/09/2007;0
04/09/2007;0
05/09/2007;0
06/09/2007;0
07/09/2007;0
08/09/2007;0
09/09/2007;0
10/09/2007;0
11/09/2007;0
12/09/2007;0
13/09/2007;0
14/09/2007;0
15/09/2007;0
16/09/2007;0
17/09/2007;0
18/09/2007;0
19/09/2007;0
20/09/2007;0
21/09/2007;0
22/09/2007;0
23/09/2007;0
24/09/2007;0
25/09/2007;0
26/09/2007;0
27/09/2007;0
28/09/2007;0
29/09/2007;0
30/09/2007;0
01/10/2007;0
02/10/2007;0
03/10/2007;0
04/10/2007;0
05/10/2007;0
06/10/2007;0
07/10/2007;0
08/10/2007;0
09/10/2007;0
10/10/2007;0
11/10/2007;0
12/10/2007;0
13/10/2007;0
14/10/2007;0
15/10/2007;0
16/10/2007;0
17/10/2007;0
18/10/2007;0
19/10/2007;0
20/10/2007;0
21/10/2007;0
22/10/2007;0
23/10/2007;0
24/10/2007;0
25/10/2007;0
26/10/2007;0
27/10/2007;0
28/10/2007;0
29/10/2007;0
30/10/2007;0
31/10/2007;0
01/11/2007;0
02/11/2007;0
03/11/2007;0
04/11/2007;0
05/11/2007;0
06/11/2007;0
07/11/2007;0
08/11/2007;0
09/11/2007;0
10/11/2007;0
11/11/2007;0
12/11/2007;0
13/11/2007;0
14/11/2007;0
15/11/2007;0
16/11/2007;0
17/11/2007;0
18/11/2007;0
19/11/2007;0
20/11/2007;0
21/11/2007;0
22/11/2007;0
23/11/2007;0
24/11/2007;0
25/11/2007;0
26/11/2007;0
27/11/2007;0
28/11/2007;0
29/11/2007;0
30/11/2007;0
01/12/2007;0
02/12/2007;0
03/12/2007;0
04/12/2007;0
05/12/2007;0
06/12/2007;0
07/12/2007;0
08/12/2007;0
09/12/2007;0
10/12/2007;0
11/12/2007;0
12/12/2007;0
13/12/2007;0
14/12/2007;0
15/12/2007;0
16/12/2007;0
17/12/2007;0
18/12/2007;0
19/12/2007;0
20/12/2007;0
21/12/2007;0
22/12/2007;0
23/12/2007;0
24/12/2007;0
25/12/2007;0
26/12/2007;0
27/12/2007;0
28/12/2007;0
29/12/2007;0
30/12/2007;0
31/12/2007;0
01/01/2008;0
02/01/2008;0
03/01/2008;0
04/01/2008;0
05/01/2008;0
06/01/2008;0
07/01/2008;0
08/01/2008;0
09/01/2008;0
10/01/2008;0
11/01/2008;0
12/01/2008;0
13/01/2008;0
14/01/2008;0
15/01/2008;0
16/01/2008;0
17/01/2008;0
18/01/2008;0
19/01/2008;0
20/01/2008;0
21/01/2008;0
22/01/2008;0
23/01/2008;0
24/01/2008;0
25/01/2008;0
26/01/2008;0
27/01/2008;0
28/01/2008;0
29/01/2008;0
30/01/2008;0
31/01/2008;0
01/02/2008;0
02/02/2008;0
03/02/2008;0
04/02/2008;0
05/02/2008;0
06/02/2008;0
07/02/2008;0
08/02/2008;0
09/02/2008;0
10/02/2008;0
11/02/2008;0
12/02/2008;0
13/02/2008;0
14/02/2008;0
15/02/2008;0
16/02/2008;0
17/02/2008;0
18/02/2008;0
19/02/2008;0
20/02/2008;0
21/02/2008;0
22/02/2008;0
23/02/2008;0
24/02/2008;0
25/02/2008;0
26/02/2008;0
27/02/2008;0
28/02/2008;0
29/02/2008;0
01/03/2008;0
02/03/2008;0
03/03/2008;0
04/03/2008;0
05/03/2008;0
06/03/2008;0
07/03/2008;0
08/03/2008;0
09/03/2008;2
10/03/2008;0
11/03/2008;0
12/03/2008;0
13/03/2008;0
14/03/2008;0
15/03/2008;0
16/03/2008;0
17/03/2008;0
18/03/2008;0
19/03/2008;0
20/03/2008;0
21/03/2008;0
22/03/2008;0
23/03/2008;0
24/03/2008;0
25/03/2008;0
26/03/2008;0
27/03/2008;0
28/03/2008;0
29/03/2008;1
30/03/2008;0
