Date,AirTmax,AirTmin,Rain,WindSpeed,SolRad,GR_Q,BR_Q,wtr_2.5,wtr_5,wtr_8,wtr_11,wtr_14,wtr_16,wtr_18,wtr_20,wtr_22,wtr_27,wtr_32,wtr_42,wtr_mean,ss,GR.TN,BR.TN,F.TN,GR.TP,BR.TP,F.TP,GR.Colour,BR.Colour,F.Colour,Chl.a,Ciliates_TA,Cyano_TA,Diatoms_TA,Chloro_TA,Crypto_TA,Chryso_TA,Hapto_TA,Dino_TA,Phyto_TA,Ciliates_TB,Cyano_TB,Diatoms_TB,Chloro_TB,Crypto_TB,Chryso_TB,Hapto_TB,Dino_TB,Phyto_TB,Ciliates_RA,Cyano_RA,Diatoms_RA,Chloro_RA,Crypto_RA,Chryso_RA,Hapto_RA,Dino_RA,Ciliates_RB,Cyano_RB,Diatoms_RB,Chloro_RB,Crypto_RB,Chryso_RB,Hapto_RB,Dino_RB,Phyto_H,Dap_TA,Diaph_TA,Cala_TA,Nau_TA,Cyc_TA,Cerio_TA,Bosm_TA,Zoo_TA,Dap_TB,Diaph_TB,Cala_TB,Nau_TB,Cyc_TB,Cerio_TB,Bosm_TB,Zoo_TB,Dap_RA,Diaph_RA,Cala_RA,Nau_RA,Cyc_RA,Cerio_RA,Bosm_RA,Dap_RB,Diaph_RB,Cala_RB,Nau_RB,Cyc_RB,Cerio_RB,Bosm_RB,Zoo_SizeD,Zoo_SizeMean,Zoo_SizeSD,Zoo_H,Dap_GR,Diaph_GR,Cala_GR,Nau_GR,Cyl_GR,Cerio_GR,Bosm_GR,Secchi_D_m,Kd,Euphotic_D_m,BR.COLload,GR.COLload,BR.TNload,GR.TNload,BR.TPload,GR.TPload,BR.TNloadmolar,GR.TNloadmolar,BR.TPloadmolar,GR.TPloadmolar,COLload,TNload,TPload,TNloadmolar,TPloadmolar,TN.TPload,F.TNmolar,F.TPmolar,F_TN.TP,Zoo.Chla,copB.claB,copA.claA,Year,Month,DOY
11/01/2004,8.3,3.9,8.7,NA,NA,1.683898979,4.647561183,6.870470417,6.876708819,6.882947222,6.888103194,6.890200417,6.890200556,6.890161111,6.890234861,6.889424167,6.890196389,6.889938333,6.875842222,6.885368976,-0.368642474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,11
12/01/2004,8.5,4.5,11.8,NA,NA,2.045483672,5.645534935,6.868183056,6.870393681,6.872604306,6.874010417,6.840781528,6.876103889,6.778543889,6.790726111,6.710910833,6.8265375,6.760344861,6.590114028,6.804937841,2.592805626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,12
13/01/2004,7.8,5.7,11.3,NA,NA,1.547764202,4.271829199,6.660403333,6.613576042,6.56674875,6.56515875,6.509368472,6.564675694,6.480753611,6.485700139,6.468274306,6.523843056,6.484408889,6.465136944,6.532337332,3.173434227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,13
14/01/2004,6.2,1.9,15.3,NA,NA,1.812492229,5.002478553,6.465485139,6.465235625,6.464986111,6.46498625,6.464949306,6.464949306,6.46495,6.46495,6.46495,6.46495,6.46495,6.46495,6.465024311,0.008581958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,14
15/01/2004,8.9,3.8,3.1,NA,NA,3.768405507,10.4007992,6.442726528,6.436085139,6.42944375,6.411280139,6.401945417,6.421171667,6.351758194,6.360321528,6.279471944,6.378741528,6.2981125,6.178469444,6.365793981,2.423651395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,15
16/01/2004,9.2,3.5,1.2,NA,NA,1.317094446,3.635180672,6.340944722,6.300518056,6.260091389,6.242243056,6.148394306,6.245318611,6.0842625,6.088246389,6.056170972,6.125271111,6.07566125,6.041297639,6.167368333,4.389657093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,16
17/01/2004,8.7,1.8,0.2,NA,NA,0.540249661,1.491089064,6.09194125,6.077285208,6.062629167,6.07388625,6.044978194,6.099585833,6.040231944,6.039752361,6.039676111,6.039755556,6.039676667,6.006083333,6.05462349,0.802676203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,17
18/01/2004,10.6,0.8,1.1,NA,NA,0.349074951,0.963446864,6.018154722,6.01005375,6.001952778,6.040558333,6.037988194,6.064929444,6.039123194,6.039603472,6.039672083,6.039241806,6.039672083,5.935385,6.025527905,-0.311066697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,18
19/01/2004,10.9,6.3,3.5,NA,NA,0.704332543,1.943957818,6.12196,6.093896042,6.065832083,6.112107361,6.098874306,6.184309028,6.048832361,6.062644306,6.041884583,6.077776944,6.045275,6.039673611,6.082755469,0.79232908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,19
20/01/2004,10.7,2.6,0,NA,NA,1.097164526,3.028174091,6.288996389,6.294606389,6.300216389,6.341299167,6.309244861,6.3784975,6.239001389,6.259859167,6.176290833,6.245510833,6.169696806,6.043140556,6.253863356,1.685788539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,20
21/01/2004,11,8.2,1.5,NA,NA,0.493151854,1.361099118,6.338634722,6.370247847,6.401860972,6.437024306,6.450296944,6.458870417,6.408518889,6.423140417,6.335090694,6.404973056,6.340781389,6.084845972,6.371190469,0.022688915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,21
22/01/2004,10.2,7.5,2.8,NA,NA,1.174780071,3.242392997,6.400776389,6.371002153,6.341227917,6.377384306,6.4156775,6.428152361,6.429763194,6.442385972,6.446719167,6.458835278,6.463270972,6.408491667,6.41530724,-1.331439744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,22
23/01/2004,10.6,6.5,4.3,NA,NA,0.75284493,2.077852006,6.42382125,6.437056458,6.450291667,6.459456944,6.448092222,6.458971528,6.455369306,6.460581389,6.461692361,6.464000556,6.452692639,6.309468056,6.440124531,-0.286323136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.374,0.011,0.141,0.778,0.786,0,1.268,5.357,12.114,0.032,0.781,0.325,3.23,0,0.731,17.213,44.311,0.198,2.627,14.52,14.678,0,23.667,70.379,0.183,4.534,1.889,18.766,0,4.248,2.70870975,0.633547704,0.40173891,1.389711229,0.009161315,0.00104896,0.00017229,0.006835996,0.000561933,0,0.012304369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08849051,-0.761983637,2004,Jan,23
24/01/2004,9,5.3,4.3,NA,NA,0.849562768,2.344793241,6.446924861,6.454220486,6.461516111,6.46423,6.464916944,6.464951389,6.464471389,6.464951389,6.46480375,6.4649525,6.464841667,6.410043056,6.457568628,-0.185406268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,24
25/01/2004,8.6,2.8,0,NA,NA,0.629269876,1.736784859,6.433383333,6.436471806,6.439560278,6.451758611,6.447313333,6.457307083,6.343430556,6.42889375,6.368004861,6.421230694,6.357954167,6.155426528,6.39506125,1.378322046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,25
26/01/2004,7.2,0.8,0.8,NA,NA,0.363707852,1.003833671,6.257260833,6.227996944,6.198733056,6.409605417,6.233579861,6.406060417,6.097516528,6.138333472,6.073073333,6.114897083,6.059232778,6.039674583,6.187997025,2.619193279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jan,26
